Order Date,Segment,Market,Sales,Profit
21-09-2013,Consumer,LATAM,79.712,24.892
25-09-2012,Consumer,Africa,417.42,87.48
12-03-2014,Consumer,Africa,123.42,8.58
18-08-2014,Consumer,LATAM,459.3,188.3
18-08-2014,Consumer,APAC,428.22,111.33
18-07-2013,Consumer,US,265.17,47.7306
20-03-2014,Consumer,US,199.96,85.9828
13-11-2013,Consumer,EMEA,200.4,12
10-09-2013,Corporate,LATAM,207.69736,6.21736
10-11-2012,Consumer,LATAM,161.4,35.5
10-01-2013,Consumer,APAC,142.74,39.96
28-08-2012,Home Office,APAC,48.816,-6.624
28-06-2012,Corporate,US,482.94,-376.6932
21-01-2012,Home Office,APAC,174.6,15.6
04-07-2013,Home Office,APAC,139.86,-100.8
03-09-2014,Corporate,US,197.97,57.4113
26-11-2014,Consumer,Africa,245.82,66.36
01-11-2013,Home Office,LATAM,159.732,-101.208
14-11-2012,Consumer,LATAM,275.072,-48.148
20-05-2014,Consumer,Africa,532.8,95.88
03-01-2012,Consumer,Africa,207.33,53.88
25-11-2013,Corporate,EU,193.83,15.33
15-12-2012,Home Office,EU,89.28,11.52
15-10-2011,Corporate,APAC,251.16,12.54
04-02-2011,Corporate,Africa,115.44,49.62
29-04-2013,Consumer,LATAM,132.3,35.64
26-08-2014,Consumer,LATAM,199.056,26.496
01-05-2014,Consumer,EU,373.896,41.526
10-10-2013,Home Office,APAC,345.735,118.755
06-11-2014,Consumer,APAC,317.574,10.554
19-11-2013,Consumer,APAC,99.144,24.084
27-06-2013,Consumer,US,135.95,39.4255
16-09-2014,Consumer,EMEA,117.96,15.24
19-12-2014,Consumer,LATAM,327.816,32.736
04-11-2014,Consumer,APAC,170.424,-108.036
03-07-2012,Home Office,EMEA,238.512,-328.008
04-09-2014,Home Office,LATAM,279.68,-38.52
08-10-2013,Consumer,LATAM,264.816,-176.544
26-04-2012,Consumer,APAC,206.16,20.52
22-07-2014,Consumer,US,271.96,67.99
18-07-2012,Consumer,US,135.99,36.7173
19-05-2014,Consumer,LATAM,172.5,41.4
12-08-2011,Corporate,LATAM,289.98,52.02
24-04-2012,Consumer,LATAM,159.296,3.976
19-05-2014,Home Office,EU,198.96,47.64
26-03-2013,Corporate,APAC,93.2502,2.5302
08-04-2014,Home Office,US,258.072,0
02-09-2013,Consumer,US,376.74,71.162
10-02-2012,Consumer,EMEA,185.28,48.12
24-07-2014,Consumer,LATAM,271.136,71.136
14-11-2013,Home Office,LATAM,122.496,-2.064
17-04-2014,Corporate,EU,192.78,46.26
04-12-2014,Home Office,APAC,57.93,17.94
22-10-2012,Corporate,APAC,446.4,26.7
13-08-2014,Corporate,US,1779.9,373.779
23-12-2014,Consumer,EMEA,154.68,9.27
07-02-2011,Consumer,APAC,278.16,133.44
10-09-2014,Corporate,APAC,268.1748,17.2548
09-09-2013,Home Office,US,67.136,23.4976
26-11-2013,Consumer,LATAM,165.7,36.4
16-04-2014,Corporate,LATAM,423.31168,-0.84832
22-02-2011,Consumer,EU,102.78,29.76
06-04-2013,Consumer,APAC,175.92,73.86
08-08-2013,Home Office,APAC,114,45.6
21-04-2014,Consumer,APAC,301.89,3
07-06-2013,Consumer,APAC,460.356,-49.584
01-08-2013,Consumer,US,635.96,165.3496
04-01-2012,Corporate,US,192.22,69.1992
13-08-2011,Consumer,Africa,276.96,11.04
27-09-2014,Corporate,LATAM,135.576,15.736
26-09-2013,Consumer,LATAM,300.32,105.04
14-10-2013,Corporate,LATAM,146.736,-16.524
14-02-2011,Home Office,LATAM,191.6,13.36
29-06-2013,Consumer,EU,103.518,-6.942
01-10-2012,Home Office,APAC,115.9344,32.0544
26-03-2013,Consumer,APAC,311.76,105.84
29-05-2014,Corporate,US,271.968,54.3936
21-07-2014,Corporate,Africa,313.44,50.13
11-11-2011,Consumer,LATAM,256.16664,86.72664
23-08-2012,Home Office,EU,171.288,-9.552
15-06-2013,Corporate,EU,99.66,9.96
08-05-2014,Consumer,APAC,322.974,-0.006
07-09-2012,Consumer,EMEA,366.84,117.36
14-06-2014,Consumer,LATAM,48.68,9.72
05-11-2013,Corporate,EU,123.75,-42.15
18-05-2011,Consumer,APAC,192.6324,39.5424
30-01-2012,Home Office,APAC,123.42,-33.78
16-04-2013,Home Office,US,189.588,-145.3508
07-02-2013,Consumer,US,100,21
04-09-2014,Consumer,EMEA,124.53,29.88
25-02-2011,Consumer,LATAM,57.06,6.84
03-07-2013,Consumer,EU,110.25,19.8
13-07-2012,Home Office,EU,315.54,75.6
04-05-2011,Consumer,APAC,82.044,-32.676
01-06-2012,Corporate,APAC,226.53,-0.03
29-08-2011,Consumer,APAC,310.554,-24.156
25-05-2012,Corporate,APAC,97.68,13.62
05-03-2013,Consumer,Africa,192.84,46.2
06-12-2013,Home Office,LATAM,130.62,0
25-12-2012,Home Office,LATAM,389.04,73.84
30-11-2013,Consumer,EU,226.8735,-37.3965
26-11-2014,Consumer,EU,645.966,212.706
14-05-2014,Corporate,APAC,188.37,71.4
09-07-2014,Corporate,US,174.95,45.487
28-09-2011,Consumer,Africa,301.77,9.03
25-09-2012,Consumer,EU,230.256,20.436
22-08-2012,Corporate,EU,545.94,114.48
15-02-2011,Corporate,US,238.62,4.7724
30-10-2014,Corporate,LATAM,163.2,45.6
18-11-2013,Consumer,LATAM,284.8274,-81.9726
23-09-2014,Home Office,LATAM,92.64,-4.66
16-09-2013,Home Office,EU,249.93,52.47
26-08-2014,Home Office,APAC,143.172,-64.428
11-11-2014,Corporate,LATAM,261.54,109.84
01-08-2013,Consumer,EU,388.92,58.17
30-01-2014,Corporate,APAC,124.32,42.24
03-10-2014,Home Office,US,112.12,42.045
10-10-2012,Consumer,Africa,312.51,3.12
28-04-2011,Consumer,LATAM,177.52,7.04
30-11-2012,Home Office,EU,350.244,105.024
19-02-2012,Consumer,EU,175.8,79.08
24-02-2014,Home Office,APAC,157.872,7.272
27-06-2014,Consumer,US,358.2,41.79
31-01-2013,Consumer,LATAM,130.56,30
28-11-2012,Consumer,LATAM,221.568,19.368
10-02-2014,Corporate,EU,450.603,24.993
10-11-2012,Corporate,EU,102.9,12.3
25-09-2014,Home Office,EU,642,179.7
14-03-2014,Home Office,US,89.768,-2.5648
13-05-2011,Consumer,EMEA,256.56,120.57
19-12-2014,Home Office,EMEA,168.24,57.18
11-06-2013,Consumer,LATAM,546.56,142.08
26-12-2012,Corporate,LATAM,246.78,54.24
30-07-2014,Corporate,EU,245.94,61.44
04-06-2013,Home Office,EU,258.9,-165.9
05-02-2013,Home Office,EU,72.48,-37.71
11-01-2014,Consumer,APAC,349.32,83.82
24-01-2011,Consumer,APAC,420.42,147
06-06-2011,Corporate,Africa,185.28,48.12
11-05-2012,Corporate,EMEA,214.8,0
24-02-2014,Consumer,LATAM,187.74376,9.02376
28-08-2014,Corporate,LATAM,123.06,50.4
08-10-2014,Consumer,LATAM,225.08,92.28
16-09-2014,Corporate,EU,107.4,8.58
07-05-2011,Consumer,EU,82.38,19.74
10-05-2011,Consumer,EMEA,316.8,158.4
19-10-2012,Corporate,LATAM,374.2,67.32
05-09-2013,Consumer,EU,249.21,112.14
12-03-2013,Home Office,US,481.32,125.1432
19-12-2013,Corporate,LATAM,161.6,71.1
24-03-2014,Consumer,US,13999.96,6719.9808
06-04-2014,Consumer,EU,310.716,72.456
14-11-2014,Consumer,APAC,121.8855,48.3855
29-12-2014,Consumer,APAC,214.515,16.485
18-09-2012,Consumer,US,443.92,8.8784
15-03-2014,Consumer,EMEA,263.73,113.4
24-09-2013,Consumer,Africa,316.59,37.98
31-10-2013,Corporate,EU,90.6,18
13-08-2013,Consumer,APAC,173.25,45
09-07-2014,Consumer,APAC,177.876,-0.084
30-06-2014,Corporate,US,638.82,185.2578
09-04-2013,Home Office,LATAM,333.66,3.3
28-07-2014,Home Office,EU,284.76,14.22
07-05-2013,Consumer,APAC,225.6,58.65
28-08-2014,Consumer,EU,152.28,50.22
25-09-2013,Consumer,EU,169.8,71.25
04-10-2013,Corporate,EU,95.04,30.36
17-09-2013,Consumer,APAC,84.132,18.672
19-07-2014,Home Office,APAC,218.3868,-50.8932
08-12-2014,Consumer,US,127.984,25.5968
08-08-2014,Consumer,US,118.16,-25.109
13-04-2013,Consumer,LATAM,137.6,67.36
15-02-2013,Corporate,APAC,70.755,2.655
07-10-2014,Consumer,EMEA,170.28,-306.6
12-07-2011,Consumer,LATAM,594.86,273.56
27-08-2014,Corporate,EU,340.992,-85.248
16-11-2013,Consumer,EU,642.72,224.94
16-09-2012,Corporate,EU,175.68,79.02
28-03-2013,Corporate,EU,323.4,70.98
27-07-2013,Corporate,APAC,248.022,49.602
17-08-2012,Consumer,APAC,855.45,205.2
11-07-2011,Corporate,US,177.2,83.284
23-11-2012,Corporate,Canada,294.6,20.58
01-10-2013,Home Office,LATAM,102.96,25.68
26-08-2014,Consumer,US,130.98,-89.0664
21-11-2011,Consumer,Africa,73.944,-157.776
21-06-2012,Consumer,LATAM,286.44,14.28
08-06-2012,Consumer,EU,97.44,38.88
10-06-2013,Consumer,APAC,478.764,-0.036
28-05-2013,Consumer,EMEA,537.6,91.38
26-01-2011,Consumer,EMEA,318.24,-254.64
07-06-2011,Home Office,EMEA,305.928,-451.332
17-12-2014,Corporate,LATAM,68.48,5.44
04-12-2014,Consumer,LATAM,111.12,23.28
12-03-2013,Consumer,EU,245.88,34.38
21-02-2011,Corporate,APAC,149.58,70.2
11-07-2013,Consumer,APAC,321.492,-114.588
06-08-2012,Corporate,US,369.1992,-114.0174
02-10-2014,Home Office,EMEA,257.76,18
27-09-2011,Home Office,Africa,66.99,24.78
20-09-2014,Corporate,Africa,101.88,17.28
01-05-2014,Home Office,APAC,85.185,4.635
14-11-2014,Consumer,APAC,241.434,101.934
02-08-2012,Consumer,APAC,249.264,71.964
26-08-2014,Home Office,APAC,60.552,-5.088
20-04-2012,Corporate,US,287.97,77.7519
14-04-2014,Consumer,EMEA,191.7,70.92
28-01-2014,Corporate,EMEA,101.04,29.28
24-10-2014,Consumer,EMEA,236.34,115.74
05-03-2013,Corporate,LATAM,283.2,25.4
23-11-2012,Consumer,LATAM,91.92,9.18
13-12-2011,Consumer,EU,122.325,-88.125
03-09-2014,Home Office,US,147.92,46.225
13-11-2013,Corporate,Africa,98.46,39.36
19-12-2011,Home Office,LATAM,396.72496,70.72496
29-06-2012,Corporate,LATAM,101.04,1.98
22-04-2011,Consumer,EU,154.392,-4.488
13-06-2013,Corporate,EU,278.28,58.32
08-11-2014,Corporate,APAC,147.582,-16.398
24-02-2011,Corporate,APAC,94.9935,-7.0065
10-09-2012,Corporate,US,179.886,-2.5698
13-09-2013,Home Office,Africa,82.98,13.26
16-04-2014,Consumer,EMEA,118.62,49.68
22-03-2014,Consumer,LATAM,181.12,-11.32
29-08-2014,Consumer,LATAM,92.76,12
16-08-2011,Corporate,LATAM,158,20.48
26-04-2012,Consumer,EU,522.72,177.66
06-11-2011,Home Office,EU,43.92,16.23
30-06-2011,Home Office,APAC,67.89,-8.43
20-03-2014,Consumer,APAC,245.13,85.77
01-06-2014,Corporate,APAC,253.32,-233.1
18-04-2012,Consumer,APAC,260.415,8.565
27-12-2013,Consumer,EMEA,163.62,40.89
04-03-2013,Corporate,EMEA,274.44,96
10-11-2011,Home Office,APAC,205.44,28.68
19-02-2014,Consumer,APAC,154.3752,-68.6448
08-12-2012,Consumer,Africa,270.96,10.8
29-10-2014,Consumer,LATAM,200.44,82.16
14-09-2011,Corporate,LATAM,382.4,76.48
29-05-2014,Home Office,EU,84.96,38.16
13-02-2014,Consumer,APAC,274.4658,-67.3542
01-12-2014,Consumer,Canada,351.9,28.14
29-04-2012,Corporate,LATAM,103.32,0.98
24-08-2013,Home Office,EU,96.81,35.7
21-12-2011,Corporate,APAC,122.67,-44.19
13-11-2014,Home Office,EMEA,143.58,51.66
15-12-2012,Home Office,LATAM,182.3,47.3
15-09-2014,Consumer,LATAM,283.49984,-185.86016
13-03-2013,Home Office,EU,126.27,2.52
20-09-2013,Corporate,EU,166.617,-5.643
02-08-2014,Consumer,EU,137.25,63.09
24-04-2014,Consumer,APAC,263.412,99.432
10-09-2014,Home Office,APAC,333.84,9.96
02-10-2014,Home Office,EMEA,149.04,11.88
07-06-2013,Corporate,APAC,69.03,1.35
06-03-2014,Consumer,APAC,373.68,-4.32
24-03-2014,Corporate,APAC,386.64,-245.16
14-05-2013,Home Office,APAC,214.3791,35.1891
25-11-2014,Corporate,US,327.84,157.3632
18-11-2014,Corporate,EU,206.604,-6.996
12-06-2013,Consumer,EU,151.929,47.259
06-01-2014,Consumer,EU,246.15,98.4
08-05-2014,Corporate,APAC,176.76,-79.56
16-09-2014,Consumer,US,242.48,116.3904
04-06-2013,Home Office,Africa,76.11,15.96
06-08-2014,Consumer,Africa,355.56,14.22
01-04-2014,Consumer,LATAM,132.352,-89.408
24-06-2014,Home Office,LATAM,221.2,64.12
08-06-2011,Corporate,EU,288.684,48.114
02-06-2014,Corporate,EU,759.66,91.14
26-11-2013,Home Office,APAC,228.204,65.844
11-11-2012,Corporate,Africa,122.37,35.46
21-12-2012,Corporate,LATAM,314.91876,-153.80124
17-10-2013,Corporate,APAC,292.734,-135.126
15-08-2013,Consumer,EMEA,462.96,110.88
26-12-2013,Consumer,EU,249.72,97.38
17-10-2012,Home Office,EU,223.47,26.73
12-07-2012,Consumer,EU,66.42,3.96
28-10-2011,Consumer,APAC,396.78,166.62
20-11-2012,Home Office,US,119.04,30.9504
12-06-2012,Consumer,EMEA,244.14,82.98
15-10-2013,Home Office,LATAM,186.36,0
17-03-2011,Consumer,LATAM,86.96,22.6
08-05-2013,Consumer,APAC,84.4608,-17.2992
05-09-2013,Consumer,US,279.95,67.188
20-11-2014,Consumer,EU,412.695,9.045
17-12-2014,Consumer,APAC,143.532,19.092
26-08-2014,Home Office,APAC,100.08,-51.72
16-11-2014,Consumer,US,339.136,0
02-08-2012,Home Office,US,199.98,83.9916
28-05-2014,Consumer,Africa,141.6,24.06
03-05-2013,Consumer,LATAM,90.64,7.24
28-12-2011,Corporate,LATAM,269.12,-376.8
02-05-2014,Consumer,APAC,448.6344,-355.6056
15-06-2012,Corporate,US,225.576,22.5576
19-04-2013,Corporate,US,344.372,-93.4724
20-08-2012,Home Office,EMEA,137.16,0
28-07-2014,Consumer,US,194.848,12.178
14-01-2012,Consumer,Africa,82.98,13.26
09-02-2013,Corporate,LATAM,1272.3,50.88
24-12-2012,Consumer,EU,268.2,67.05
03-10-2013,Consumer,EU,153.6,35.28
12-11-2012,Home Office,EU,175.35,10.5
27-09-2011,Corporate,APAC,278.07,74.88
17-06-2014,Consumer,US,301.96,90.588
22-11-2013,Home Office,US,113.568,12.7764
31-03-2014,Consumer,Africa,122.88,9.72
24-02-2014,Consumer,EU,83.46,32.52
06-04-2014,Consumer,EU,205.8,51.36
12-06-2013,Corporate,Africa,144.99,-140.31
03-03-2011,Consumer,LATAM,333.66,-200.24
21-05-2014,Home Office,LATAM,236.7,47.34
15-03-2012,Consumer,EU,254.34,107.37
19-12-2014,Consumer,EU,138.96,36.09
22-12-2012,Consumer,APAC,133.893,22.113
21-09-2013,Consumer,APAC,253.746,16.896
24-10-2014,Corporate,APAC,146.5425,-1.9575
29-08-2012,Home Office,US,131.98,35.6346
27-08-2013,Corporate,US,146.688,45.84
09-09-2013,Consumer,LATAM,373.98,172.02
02-10-2012,Consumer,LATAM,118.62,5.76
29-12-2011,Home Office,LATAM,205.44,49.28
03-08-2012,Consumer,EU,167.805,-23.595
31-05-2013,Consumer,APAC,96,6.72
17-06-2014,Consumer,APAC,327.3,150.54
28-08-2013,Corporate,APAC,170.94,-34.26
02-12-2014,Consumer,US,141.96,41.1684
26-01-2011,Home Office,EMEA,256.14,102.45
19-11-2014,Consumer,EU,212.52,4.2
12-07-2012,Consumer,US,383.607,-5.4801
26-08-2012,Consumer,LATAM,291.792,-393.948
02-09-2011,Consumer,LATAM,405.92,68.96
24-06-2014,Home Office,EU,262.95,63
01-05-2014,Consumer,APAC,767.34,22.86
26-03-2014,Consumer,APAC,100.0611,19.1511
05-12-2014,Home Office,EMEA,363.75,39.99
06-08-2012,Corporate,Canada,193.2,23.16
28-09-2012,Consumer,LATAM,113,15.8
02-03-2012,Corporate,EU,131.301,7.281
08-08-2014,Corporate,EU,292.11,113.82
03-01-2013,Consumer,EU,83.4,2.4
14-06-2013,Home Office,EU,242.16,82.32
24-07-2013,Consumer,EU,274.8,96.15
07-09-2012,Corporate,APAC,225.612,87.732
09-04-2014,Consumer,APAC,230.526,66.546
12-03-2014,Consumer,Africa,61.2,18.96
02-08-2011,Consumer,Africa,157.68,31.5
28-06-2013,Corporate,EU,116.04,12.72
08-09-2014,Corporate,EU,289.71,109.89
13-11-2012,Corporate,Africa,113.4,33.96
31-05-2012,Consumer,EU,146.367,17.847
03-12-2013,Home Office,EU,510.12,249.93
21-02-2014,Consumer,APAC,246.48,55.38
29-06-2013,Consumer,US,121.96,20.7332
24-07-2013,Consumer,US,115.136,11.5136
01-02-2011,Consumer,EMEA,309.6,148.5
09-11-2012,Consumer,EU,147,72
19-05-2011,Corporate,EU,238.32,85.68
15-05-2014,Corporate,US,89.97,18.8937
30-12-2011,Consumer,EMEA,648.24,142.56
10-11-2012,Corporate,EU,328.185,19.305
22-10-2013,Consumer,APAC,127.656,45.306
18-11-2014,Home Office,Africa,287.58,8.58
17-04-2012,Home Office,LATAM,93.06,25.02
18-06-2013,Consumer,LATAM,213.444,-341.516
30-09-2011,Home Office,EU,143.88,31.56
03-12-2012,Corporate,EU,207.432,-285.228
03-04-2014,Consumer,EU,300.402,16.662
25-04-2014,Home Office,APAC,297.6,92.16
07-09-2011,Home Office,US,200.795,-22.948
03-06-2013,Corporate,Africa,55.74,27.84
23-06-2014,Corporate,LATAM,132.972,-37.688
19-08-2011,Corporate,APAC,242.55,63
24-03-2014,Home Office,US,211.84,76.2624
01-10-2013,Consumer,LATAM,139.44,44.56
06-02-2012,Consumer,LATAM,59.184,-29.616
13-11-2012,Corporate,LATAM,100.5,26.1
14-05-2013,Consumer,LATAM,147.84,57.4
20-09-2011,Consumer,EMEA,258.54,46.53
15-09-2011,Consumer,EU,281.34,2.76
18-04-2011,Corporate,EU,241.65,9.6
21-06-2013,Home Office,APAC,241.893,-39.987
08-07-2014,Corporate,EMEA,99.6,11.94
16-10-2014,Corporate,LATAM,346.44,48.48
05-11-2012,Corporate,EU,272.7,125.28
12-07-2013,Home Office,EU,208.53,1.89
23-12-2014,Corporate,EU,300.72,18
22-01-2013,Consumer,APAC,99,7.92
16-03-2011,Consumer,APAC,49.5,0.36
19-04-2013,Corporate,APAC,140.9922,-42.6078
23-11-2012,Corporate,US,335.52,117.432
13-09-2013,Consumer,Africa,92.64,24.06
24-06-2014,Home Office,EU,218.79,89.64
24-07-2014,Consumer,LATAM,241.968,-181.512
16-05-2014,Home Office,LATAM,235.24,49.4
18-04-2014,Corporate,EU,95.28,11.4
24-12-2014,Consumer,EU,262.74,-63.06
15-12-2011,Consumer,APAC,125.82,-113.31
13-06-2011,Consumer,APAC,218.76,6.48
09-10-2014,Corporate,US,239.96,115.1808
07-11-2011,Corporate,Africa,50.88,4.56
20-05-2013,Home Office,EU,305.235,125.475
02-04-2014,Corporate,US,482.664,85.176
14-08-2012,Corporate,Africa,511.68,92.04
15-05-2014,Corporate,LATAM,138.18,53.76
23-06-2011,Corporate,Africa,142.623,-275.757
06-08-2012,Consumer,EMEA,103.59,16.56
19-09-2011,Consumer,LATAM,68.72,17.84
20-07-2011,Consumer,EU,78.75,35.4
19-03-2013,Corporate,APAC,595.6578,35.6778
22-08-2014,Home Office,US,277.4,133.152
10-01-2013,Consumer,EMEA,126.15,27.75
29-06-2012,Consumer,EU,344.034,15.234
26-12-2014,Consumer,EU,125.064,22.194
25-08-2011,Home Office,APAC,429.48,85.86
01-03-2011,Home Office,EMEA,115.74,30.06
06-11-2013,Corporate,LATAM,121.776,-4.584
27-01-2013,Home Office,LATAM,518.88,202.32
29-10-2012,Home Office,LATAM,56.916,-1.944
14-08-2014,Consumer,EU,150,28.5
25-09-2012,Corporate,US,307.136,-11.5176
25-08-2014,Corporate,EMEA,75.72,27.24
24-02-2011,Consumer,LATAM,612.48,238.8
27-06-2014,Consumer,US,272.94,0
15-09-2014,Corporate,Africa,62.13,3.09
13-10-2014,Corporate,EU,129.519,11.439
15-01-2014,Consumer,EU,260.28,67.62
02-09-2014,Corporate,EU,169.047,37.557
10-11-2014,Home Office,US,96.53,40.5426
01-04-2013,Consumer,US,327.996,54.666
01-06-2012,Consumer,LATAM,100.44,16.02
04-08-2011,Consumer,LATAM,282.8,90.48
17-09-2012,Consumer,EU,128.34,0
03-12-2014,Consumer,EU,94.35,23.55
25-11-2013,Consumer,APAC,309.042,-20.658
17-09-2013,Consumer,APAC,167.28,70.2
20-12-2011,Corporate,Africa,88.86,29.28
19-07-2013,Consumer,Africa,50.34,3
04-10-2011,Home Office,LATAM,224.37648,-266.18352
28-11-2013,Consumer,APAC,634.23,-49.47
15-11-2012,Corporate,US,250.272,15.642
14-03-2014,Home Office,US,140.736,49.2576
14-08-2013,Corporate,Africa,118.44,48.48
22-10-2013,Home Office,EMEA,318.18,101.79
04-11-2011,Consumer,LATAM,141.44,67.84
11-12-2014,Consumer,LATAM,284.19048,47.79048
02-04-2014,Home Office,EU,359.64,31.95
29-06-2012,Corporate,EU,292.95,46.8
31-05-2012,Corporate,EU,121.8,48.6
03-02-2014,Consumer,EU,428.706,10.026
29-09-2012,Home Office,Africa,168.81,64.14
08-11-2013,Corporate,LATAM,143.52,-62.28
21-03-2012,Consumer,US,295.456,96.0232
02-07-2013,Home Office,US,75.06,33.777
10-07-2012,Corporate,EMEA,298.8,35.82
21-06-2014,Consumer,EMEA,429.12,107.28
09-10-2012,Corporate,LATAM,285.20844,65.12844
11-09-2014,Home Office,EU,96.6,-61.86
17-02-2014,Consumer,EU,111.12,18.84
30-08-2013,Corporate,EU,253.8,88.83
29-08-2013,Consumer,EU,203.16,26.4
06-09-2013,Consumer,US,86.058,-63.1092
25-07-2012,Consumer,Africa,175.8,6.96
22-03-2013,Home Office,EMEA,135.48,-172.74
16-12-2013,Corporate,LATAM,658.24,138.08
09-09-2013,Home Office,EU,256.74,110.34
28-04-2012,Corporate,APAC,224.937,34.947
22-05-2013,Consumer,APAC,174.12,1.68
12-05-2014,Consumer,APAC,211.62,10.56
20-08-2014,Consumer,Africa,153.24,16.8
31-12-2012,Corporate,LATAM,391.0164,112.8164
13-06-2013,Consumer,EU,249.12,84.06
04-10-2011,Home Office,EU,292.68,146.34
08-11-2012,Corporate,APAC,311.58,45.63
25-01-2014,Consumer,APAC,185.46,59.07
13-11-2012,Consumer,US,377.97,94.4925
18-03-2013,Consumer,US,84.784,-20.1362
03-09-2013,Consumer,Africa,347.88,17.34
04-09-2012,Consumer,EMEA,274.8,98.88
03-09-2014,Consumer,APAC,79.8,1.47
12-08-2011,Home Office,APAC,327.402,-7.278
11-12-2012,Corporate,APAC,333.42,16.62
02-07-2014,Home Office,Africa,299.85,98.94
13-01-2014,Consumer,LATAM,365.52,142.32
21-09-2011,Home Office,EU,61.44,24.54
06-09-2011,Consumer,APAC,282.948,61.908
07-08-2012,Consumer,APAC,227.8314,-14.7486
05-12-2014,Corporate,US,239.96,-10.284
09-02-2012,Consumer,US,479.952,89.991
24-06-2011,Consumer,EMEA,391.86,113.58
10-04-2013,Home Office,LATAM,124.14,-62.16
07-02-2014,Home Office,EU,82.08,24.48
09-12-2011,Consumer,APAC,235.332,81.012
08-11-2012,Corporate,APAC,344.034,126.114
31-12-2012,Corporate,APAC,88.2,6.96
23-09-2014,Corporate,US,219.84,107.7216
05-09-2011,Consumer,US,264.32,19.824
02-04-2013,Corporate,APAC,90.558,-3.042
18-12-2013,Consumer,LATAM,1105.76,530.72
11-10-2014,Consumer,EU,303.912,64.152
02-09-2011,Consumer,APAC,80.1,39.24
30-05-2014,Consumer,APAC,193.104,-51.576
06-11-2013,Consumer,US,89.97,18.8937
28-12-2011,Corporate,LATAM,138.456,-149.004
01-07-2013,Consumer,EU,255.45,73.95
17-09-2014,Consumer,EU,177.48,40.8
13-11-2014,Home Office,APAC,236.7,4.65
11-09-2013,Consumer,Africa,57.12,6.24
03-03-2014,Consumer,LATAM,199.08,81.62
14-10-2013,Corporate,APAC,329.1,161.25
06-06-2014,Home Office,APAC,475.794,58.104
25-11-2013,Home Office,US,339.92,8.498
28-06-2014,Corporate,Africa,49.47,7.89
13-02-2014,Home Office,APAC,248.292,79.992
31-01-2011,Consumer,Africa,333.9,26.7
19-10-2012,Consumer,LATAM,444.88,4.4
22-06-2011,Corporate,EU,353.76,141.48
12-12-2012,Corporate,EU,200.64,98.28
22-04-2011,Corporate,APAC,401.646,54.996
20-12-2011,Home Office,US,122.48,0
14-10-2011,Consumer,US,79.45,22.246
24-12-2013,Home Office,US,1499.97,-374.9925
23-07-2012,Home Office,Africa,122.49,31.83
05-03-2013,Home Office,LATAM,319.984,55.944
15-10-2013,Home Office,LATAM,222.624,-8.376
15-06-2012,Corporate,EU,134.64,43.02
11-07-2012,Consumer,EU,344.61,137.76
11-12-2014,Corporate,APAC,220.2156,66.3156
27-02-2013,Corporate,APAC,106.02,9.54
26-09-2012,Corporate,US,263.96,23.0965
16-12-2014,Consumer,EU,89.73,35.82
28-11-2014,Consumer,Africa,245.13,44.1
25-02-2014,Consumer,EMEA,198.024,-237.636
26-12-2014,Consumer,US,191.984,4.7996
06-08-2013,Consumer,LATAM,172.224,-74.736
20-08-2012,Consumer,EU,123.12,50.4
04-03-2014,Corporate,APAC,227.8872,4.8672
26-06-2012,Consumer,APAC,202.0635,-7.3365
23-05-2014,Corporate,Africa,396.9,178.56
14-06-2011,Corporate,EMEA,93.048,-69.792
06-08-2013,Home Office,EU,221.85,22.14
22-11-2013,Corporate,EU,275.7,79.95
22-07-2013,Consumer,EU,102.675,-2.175
28-07-2014,Corporate,EU,52.08,17.7
15-07-2014,Home Office,EU,76.05,20.52
01-12-2014,Consumer,APAC,500.22,190.08
27-03-2014,Consumer,US,257.568,-28.9764
17-12-2012,Consumer,US,135.984,16.998
12-03-2013,Home Office,EMEA,172.62,53.49
29-05-2013,Consumer,LATAM,145.68,59.7
11-04-2012,Consumer,LATAM,392.4,3.9
11-11-2013,Consumer,EU,182.385,-21.915
06-02-2013,Consumer,APAC,313.5204,-30.0996
21-09-2012,Consumer,APAC,103.68,5.76
01-02-2012,Consumer,LATAM,192.88,54
03-12-2011,Consumer,LATAM,74.64,9.68
16-12-2013,Home Office,EU,153.657,52.857
13-11-2014,Corporate,APAC,562.68,208.08
16-09-2013,Home Office,LATAM,421.7,185.5
26-01-2012,Consumer,LATAM,141.12,1.36
03-09-2014,Corporate,LATAM,379.87872,162.83872
06-03-2014,Consumer,EMEA,339.36,61.08
26-05-2011,Consumer,EU,254.934,45.294
20-08-2014,Home Office,EU,412.02,-412.02
02-10-2014,Corporate,APAC,110.3103,-22.7097
11-11-2014,Corporate,US,95.994,-63.996
24-12-2013,Corporate,US,287.88,35.985
21-05-2014,Consumer,Africa,245.13,83.34
14-06-2013,Home Office,Canada,196.8,84.6
01-02-2011,Corporate,EU,139.65,15.3
18-03-2011,Corporate,APAC,175.824,7.704
26-06-2013,Consumer,APAC,293.7,146.7
28-06-2013,Consumer,APAC,192.2382,-52.7418
05-11-2014,Home Office,APAC,56.7,27.78
20-11-2014,Consumer,US,233.058,-53.2704
11-04-2014,Home Office,US,286.15,71.5375
07-12-2013,Home Office,US,271.96,27.196
04-05-2013,Corporate,Africa,170.34,10.2
27-08-2012,Consumer,Africa,192.618,-295.362
03-11-2014,Consumer,EU,209.088,-20.952
